PeakID (cmd=annotatePeaks.pl /home/xiang/New_disk1/CD8_CUTRUN/data//T48hr_NoQ_H3K27me3_idr.05.bed mm10 -cpu 20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
6273	chr5	67597774	67603157	+	0	NA	Intergenic	Intergenic	-7418	NM_001033415	330096	Mm.442747	NM_001033415	ENSMUSG00000050010	Shisa3	D830007B15Rik	shisa family member 3	protein-coding
6502	chr5	128598511	128603183	+	0	NA	promoter-TSS (NR_015517)	promoter-TSS (NR_015517)	-160	NR_015517	319616	Mm.387738	NR_015517	ENSMUSG00000072591	Fzd10os	5930412G12Rik|Fzd10as	frizzled class receptor 10, opposite strand	ncRNA
4833	chr2	151484859	151487414	+	0	NA	Intergenic	Intergenic	-8046	NM_001291074	386649	Mm.419479	NM_198326	ENSMUSG00000027455	Nsfl1c	Munc-18c|Stxbp3a|p47	NSFL1 (p97) cofactor (p47)	protein-coding
6211	chr5	35380220	35405390	+	0	NA	TTS (NM_010445)	TTS (NM_010445)	3944	NM_010445	15371	Mm.358606	NM_010445	ENSMUSG00000067438	Hmx1	Nkx5-3	H6 homeobox 1	protein-coding
5022	chr2	180005065	180006657	+	0	NA	Intergenic	Intergenic	-19126	NM_177727	241846	Mm.21577	NM_177727	ENSMUSG00000039108	Lsm14b	9430078B04|BC040823	LSM family member 14B	protein-coding
239	chr1	92479889	92482812	+	0	NA	promoter-TSS (NM_147038)	promoter-TSS (NM_147038)	-731	NM_147038	259040	Mm.377804	NM_147038	ENSMUSG00000067064	Olfr1416	MOR103-3	olfactory receptor 1416	protein-coding
745	chr10	67124792	67126559	+	0	NA	Intergenic	Intergenic	-1413	NM_207221	108829	Mm.23846	NM_207221	ENSMUSG00000037876	Jmjd1c	5430433L24Rik|D630035I23Rik|Jmjdic|TRIP8	jumonji domain containing 1C	protein-coding
716	chr10	60193110	60195074	+	0	NA	intron (NM_016803, intron 2 of 3)	intron (NM_016803, intron 2 of 3)	25168	NM_016803	53374	Mm.12866	NM_016803	ENSMUSG00000057337	Chst3	C6ST|C6ST-1|GST-0	carbohydrate sulfotransferase 3	protein-coding
7171	chr7	24496792	24503603	+	0	NA	intron (NM_153112, intron 4 of 8)	ID_B1|SINE|B4	-6890	NM_001290461	232969	Mm.181332	NM_146183	ENSMUSG00000064264	Zfp428	2410005H09Rik|AV271806|AW047854|Znf428	zinc finger protein 428	protein-coding
5856	chr4	127222181	127230603	+	0	NA	intron (NM_198618, intron 8 of 11)	intron (NM_198618, intron 8 of 11)	-17392	NM_030252	80284	Mm.139607	NM_030252	ENSMUSG00000042380	Smim12	BC003266	small integral membrane protein 12	protein-coding
2669	chr14	118473376	118474614	+	0	NA	Intergenic	CpG	108117	NR_045624	73306	Mm.362328	NR_045624	ENSMUSG00000099911	1700044C05Rik	-	RIKEN cDNA 1700044C05 gene	ncRNA
2254	chr13	95286199	95288461	+	0	NA	Intergenic	PB1D10|SINE|Alu	-36275	NM_001302538	72114	Mm.3774	NM_028106	ENSMUSG00000041995	Zbed3	0610037K01Rik|2610005H11Rik|AU018975|AU024588	zinc finger, BED type containing 3	protein-coding
7026	chr6	121209867	121213072	+	0	NA	intron (NM_017379, intron 1 of 4)	intron (NM_017379, intron 1 of 4)	735	NM_017379	53857	Mm.32884	NM_017379	ENSMUSG00000030137	Tuba8	-	tubulin, alpha 8	protein-coding
2696	chr15	8704888	8711258	+	0	NA	intron (NM_148938, intron 2 of 9)	B1_Mus1|SINE|Alu	2734	NM_148938	20512	Mm.204834	NM_148938	ENSMUSG00000005360	Slc1a3	AI504299|B430115D02Rik|Eaat1|GLAST|GLAST-1|GLU-T|GluT-1|Gmt1|MGluT1	solute carrier family 1 (glial high affinity glutamate transporter), member 3	protein-coding
6410	chr5	111580354	111583906	+	0	NA	intron (NR_015546, intron 1 of 3)	intron (NR_015546, intron 1 of 3)	569	NR_015546	330164	Mm.193276	NM_177875	ENSMUSG00000052848	C130026L21Rik	-	RIKEN cDNA C130026L21 gene	ncRNA
3289	chr17	12505399	12510064	+	0	NA	promoter-TSS (NM_011395)	promoter-TSS (NM_011395)	-27	NM_011395	20519	Mm.99252	NM_011395	ENSMUSG00000023828	Slc22a3	EMT|Oct3|Orct3|Slca22a3	solute carrier family 22 (organic cation transporter), member 3	protein-coding
10	chr1	9971449	9976482	+	0	NA	intron (NR_110971, intron 6 of 6)	intron (NR_110971, intron 6 of 6)	-6155	NM_001285425	100039596	Mm.412928	NM_001285425	ENSMUSG00000099032	Tcf24	Gm10567|Gm2330	transcription factor 24	protein-coding
2340	chr13	112138215	112140994	+	0	NA	Intergenic	Intergenic	-148847	NM_001168403	77318	Mm.159895	NM_029898	ENSMUSG00000049985	Ankrd55	C030011J08Rik	ankyrin repeat domain 55	protein-coding
4981	chr2	167403126	167406350	+	0	NA	Intergenic	B2_Mm2|SINE|B2	-16972	NM_001304542	77031	Mm.278924	NM_148929	ENSMUSG00000039463	Slc9a8	1200006P13Rik|6430709P13Rik|AI182282|NHE-8|NHE8	solute carrier family 9 (sodium/hydrogen exchanger), member 8	protein-coding
730	chr10	61378074	61386441	+	0	NA	intron (NM_013753, intron 1 of 19)	C-rich|Low_complexity|Low_complexity	1266	NM_013753	27355	Mm.269699	NM_013753	ENSMUSG00000020092	Pald1	MMPAL|Pald|mKIAA1274	phosphatase domain containing, paladin 1	protein-coding
1764	chr12	72935995	72955362	+	0	NA	TTS (NM_011384)	TTS (NM_011384)	5796	NM_011384	20476	Mm.57138	NM_011384	ENSMUSG00000021099	Six6	Optx2|Six9	sine oculis-related homeobox 6	protein-coding
7357	chr7	78567046	78587969	+	0	NA	intron (NM_182809, intron 1 of 13)	intron (NM_182809, intron 1 of 13)	331	NM_182809	18213	Mm.33496	NM_008746	ENSMUSG00000059146	Ntrk3	AW125844|Ntrk3_tv3|TrkC	neurotrophic tyrosine kinase, receptor, type 3	protein-coding
7250	chr7	44306576	44314418	+	0	NA	intron (NM_001034115, intron 1 of 24)	intron (NM_001034115, intron 1 of 24)	233	NM_001034115	243961	Mm.360368	NM_001034115	ENSMUSG00000038738	Shank1	-	SH3 and multiple ankyrin repeat domains 1	protein-coding
4472	chr2	75464195	75467842	+	0	NA	Intergenic	Intergenic	-21839	NR_040635	77269	Mm.389278	NR_040635		9430019J16Rik	-	RIKEN cDNA 9430019J16 gene	ncRNA
7591	chr7	121003635	121006625	+	0	NA	intron (NM_028955, intron 7 of 7)	BC1_Mm|scRNA|scRNA	22621	NM_028955	74466	Mm.189707	NM_028955	ENSMUSG00000030877	Mfsd13b	4933427G17Rik	major facilitator superfamily domain containing 13B	protein-coding
1943	chr12	111395431	111399721	+	0	NA	Intergenic	Intergenic	-9233	NM_001101503	380787	Mm.125602	NM_001101503	ENSMUSG00000087075	Lbhd2	A230065H16Rik|Gm898|Lbh2	LBH domain containing 2	protein-coding
97	chr1	53357489	53358574	+	0	NA	Intergenic	L1_Mus4|LINE|L1	-5279	NM_001353501	110599589	Mm.285783	NM_001353501		Asdurf	ASNSD1-SEP|Asnsd1	Asnsd1 upstream reading frame	protein-coding
8428	chr9	65134658	65136675	+	0	NA	3' UTR (NM_001290315, exon 20 of 20)	3' UTR (NM_001290315, exon 20 of 20)	-5488	NM_001357257	19289	Mm.41529	NM_008988	ENSMUSG00000032394	Igdcc3	2810401C09Rik|AI851425|Punc|WI-14920	immunoglobulin superfamily, DCC subclass, member 3	protein-coding
7977	chr8	106290582	106297276	+	0	NA	intron (NM_021491, intron 1 of 8)	intron (NM_021491, intron 1 of 8)	11700	NR_126091	75044	Mm.445896	NR_126090		4930506A18Rik	-	RIKEN cDNA 4930506A18 gene	ncRNA
7339	chr7	67844453	67850000	+	0	NA	Intergenic	Intergenic	-43730	NR_045954	73904	Mm.70992	NR_045954	ENSMUSG00000097697	4833412C05Rik	Bigheart	RIKEN cDNA 4833412C05 gene	ncRNA
5621	chr4	57544321	57547651	+	0	NA	Intergenic	MTEa|LTR|ERVL-MaLR	-22262	NM_001304544	677884	Mm.331630	NM_001304544	ENSMUSG00000089945	Pakap	AF064781|AKAP-2|AKAP-KL|Akap2|Gm20459|PRKA2|Palm2-Akap2|Palm2Akap2|Palm2akap2	paralemmin A kinase anchor protein	protein-coding
7112	chr6	149098813	149105574	+	0	NA	promoter-TSS (NM_177192)	promoter-TSS (NM_177192)	-513	NM_177192	320560	Mm.426874	NM_177192	ENSMUSG00000030313	Dennd5b	9330160C06Rik|AI852444|D030011O10Rik|Gm17524	DENN/MADD domain containing 5B	protein-coding
8636	chr9	108773763	108781035	+	0	NA	Intergenic	Intergenic	-18595	NM_029634	76500	Mm.276336	NM_029634	ENSMUSG00000032599	Ip6k2	1500005N04Rik|AW050208|Ihpk2	inositol hexaphosphate kinase 2	protein-coding
1282	chr11	84131582	84133396	+	0	NA	Intergenic	Intergenic	-2921	NM_172562	217031	Mm.45159	NM_172562	ENSMUSG00000018651	Tada2a	AV319371|D030022J10Rik|Tada2l	transcriptional adaptor 2A	protein-coding
187	chr1	82707478	82708879	+	0	NA	intron (NM_007734, intron 43 of 51)	intron (NM_007734, intron 43 of 51)	-16712	NM_001310697	75734	Mm.396863	NM_029409	ENSMUSG00000026150	Mff	5230400G24Rik|AI314724	mitochondrial fission factor	protein-coding
30	chr1	19210209	19218273	+	0	NA	exon (NM_009334, exon 2 of 7)	exon (NM_009334, exon 2 of 7)	2187	NM_001025305	21419	Mm.137021	NM_009334	ENSMUSG00000025927	Tfap2b	AI606113|AP-2(beta)|E130018K07Rik|Tcfap2b	transcription factor AP-2 beta	protein-coding
5789	chr4	120209205	120211759	+	0	NA	Intergenic	Intergenic	49276	NM_007902	13615	Mm.284855	NM_007902	ENSMUSG00000028635	Edn2	ET-2|PPET2|VIC	endothelin 2	protein-coding
951	chr11	5921121	5924327	+	0	NA	intron (NM_010292, intron 1 of 9)	L1MB4|LINE|L1	-7589	NM_001287386	103988	Mm.220358	NM_010292	ENSMUSG00000041798	Gck	GLK|Gk|Gls006|HK4|HKIV|HXKP|Hlb62|MODY2	glucokinase	protein-coding
3419	chr17	34656005	34687264	+	0	NA	exon (NM_031176, exon 2 of 33)	exon (NM_031176, exon 2 of 33)	1099	NM_031176	81877	Mm.290527	NM_031176	ENSMUSG00000033327	Tnxb	Tn-mhc|Tnx	tenascin XB	protein-coding
3116	chr16	35508597	35509214	+	0	NA	intron (NR_040481, intron 1 of 2)	MLT1F1|LTR|ERVL-MaLR	514	NR_040481	69768	Mm.396136	NR_040481	ENSMUSG00000099429	1600019K03Rik	-	RIKEN cDNA 1600019K03 gene	ncRNA
5823	chr4	124216510	124218683	+	0	NA	Intergenic	Intergenic	268363	NR_040774	78460	Mm.452060	NR_040774		1700057H15Rik	-	RIKEN cDNA 1700057H15 gene	ncRNA
943	chr11	3997875	4007728	+	0	NA	Intergenic	Intergenic	12868	NM_001177691	53897	Mm.103414	NM_016922	ENSMUSG00000049721	Gal3st1	Cst|Gcst	galactose-3-O-sulfotransferase 1	protein-coding
1611	chr11	117411632	117421823	+	0	NA	Intergenic	B4A|SINE|B4	2338	NR_132097	105827746	Mm.388009	NR_132097	ENSMUSG00000086588	Gm11729	-	predicted gene 11729	ncRNA
5347	chr3	107891331	107900288	+	0	NA	promoter-TSS (NM_010360)	promoter-TSS (NM_010360)	-45	NM_010360	14866	Mm.282351	NM_010360	ENSMUSG00000004032	Gstm5	-	glutathione S-transferase, mu 5	protein-coding
5350	chr3	108160193	108162184	+	0	NA	Intergenic	Intergenic	-6256	NM_001305461	229714	Mm.73666	NM_175470	ENSMUSG00000046793	Gpr61	-	G protein-coupled receptor 61	protein-coding
8430	chr9	65176893	65182824	+	0	NA	intron (NM_008988, intron 5 of 13)	intron (NM_008988, intron 5 of 13)	-34832	NM_177460	214424	Mm.31129	NM_177460	ENSMUSG00000032392	Parp16	ARTD15|BC055447|C79952|PARP-16	poly (ADP-ribose) polymerase family, member 16	protein-coding
3058	chr16	20236922	20242773	+	0	NA	intron (NM_198599, intron 1 of 2)	B3A|SINE|B2	1511	NM_198599	208158	Mm.326383	NM_198599	ENSMUSG00000041205	Map6d1	A330066I15Rik	MAP6 domain containing 1	protein-coding
3534	chr17	68002866	68004832	+	0	NA	intron (NM_172964, intron 1 of 17)	GC_rich|Low_complexity|Low_complexity	259	NM_172964	268970	Mm.9935	NM_172964	ENSMUSG00000024043	Arhgap28	AU044757|AW550892|E130310N06	Rho GTPase activating protein 28	protein-coding
7423	chr7	90296291	90302682	+	0	NA	Intergenic	Intergenic	-2869	NM_001040085	83671	Mm.26751	NM_031394	ENSMUSG00000030616	Sytl2	AI266830|Slp2|mKIAA1597	synaptotagmin-like 2	protein-coding
4995	chr2	168830282	168831250	+	0	NA	Intergenic	B3|SINE|B2	-63565	NM_201395	99377	Mm.434054	NM_175303	ENSMUSG00000027547	Sall4	5730441M18Rik|AA407717|AL022809|AW536104|C330011P20Rik|C78083|C78563|Tex20	spalt like transcription factor 4	protein-coding
3110	chr16	34561010	34565799	+	0	NA	Intergenic	Intergenic	-49377	NM_177357	545156	Mm.82274	NM_177357	ENSMUSG00000061751	Kalrn	2210407G14Rik|AV235988|DUET|E530005C20Rik|Gm539|Hapip|TRAD	kalirin, RhoGEF kinase	protein-coding
7947	chr8	95525624	95530345	+	0	NA	Intergenic	Intergenic	-6116	NM_172914	244608	Mm.248902	NM_172914	ENSMUSG00000036598	Ccdc113	4933409I22|BC060957	coiled-coil domain containing 113	protein-coding
4426	chr2	73240339	73241801	+	0	NA	Intergenic	L1MA10|LINE|L1	-26623	NM_025942	67059	Mm.22661	NM_025942	ENSMUSG00000027108	Ola1	2510025G09Rik|2810405J23Rik|2810409H07Rik|Gtpbp9|PTD004	Obg-like ATPase 1	protein-coding
8397	chr9	61326006	61331325	+	0	NA	Intergenic	PB1D11|SINE|Alu	-34856	NR_045334	622037	Mm.126243	NR_045334	ENSMUSG00000111658	B930092H01Rik	-	RIKEN cDNA B930092H01 gene	ncRNA
7674	chr7	141911820	141916369	+	0	NA	Intergenic	B3A|SINE|B2	-11633	NM_023764	54473	Mm.103551	NM_023764	ENSMUSG00000025139	Tollip	4930403G24Rik|4931428G15Rik	toll interacting protein	protein-coding
1715	chr12	41483037	41486427	+	0	NA	intron (NM_001271708, intron 1 of 2)	intron (NM_001271708, intron 1 of 2)	1325	NM_001271708	16981	Mm.404786	NM_010733	ENSMUSG00000036295	Lrrn3	NLRR-3	leucine rich repeat protein 3, neuronal	protein-coding
8522	chr9	87726304	87727541	+	0	NA	intron (NM_023814, intron 3 of 7)	intron (NM_023814, intron 3 of 7)	4338	NM_023814	76365	Mm.158789	NM_023814	ENSMUSG00000032419	Tbx18	2810012F10Rik|2810404D13Rik	T-box18	protein-coding
3794	chr18	65697421	65701664	+	0	NA	intron (NM_177028, intron 1 of 14)	B4|SINE|B4	1274	NM_177028	319888	Mm.183576	NM_177028	ENSMUSG00000046610	Oacyl	5330437I02Rik|Acyl3	O-acyltransferase like	protein-coding
7129	chr7	5052865	5058167	+	0	NA	promoter-TSS (NM_001290429)	promoter-TSS (NM_001290429)	-636	NM_001290429	232821	Mm.482157	NM_146178	ENSMUSG00000035228	Ccdc106	BC018462	coiled-coil domain containing 106	protein-coding
1485	chr11	102758235	102764929	+	0	NA	5' UTR (NM_009613, exon 1 of 27)	5' UTR (NM_009613, exon 1 of 27)	147	NM_001110778	11488	Mm.89854	NM_009613	ENSMUSG00000020926	Adam11	AW060611|Mdc	a disintegrin and metallopeptidase domain 11	protein-coding
2556	chr14	64043635	64047038	+	0	NA	Intergenic	Intergenic	40074	NM_001081063	71037	Mm.19977	NM_001081063	ENSMUSG00000034623	Prss55	4933401F05Rik	protease, serine 55	protein-coding
3006	chr15	103251133	103255755	+	0	NA	promoter-TSS (NM_001302339)	promoter-TSS (NM_001302339)	-292	NM_001302343	18022	Mm.457989	NM_008685	ENSMUSG00000058794	Nfe2	NF-E2|NF-E2/P45|p45|p45NFE2|p45nf-e2	nuclear factor, erythroid derived 2	protein-coding
6482	chr5	120861484	120863209	+	0	NA	intron (NM_145228, intron 1 of 5)	intron (NM_145228, intron 1 of 5)	924	NM_001159934	246729	Mm.115351	NM_145228	ENSMUSG00000001168	Oas1h	-	2'-5' oligoadenylate synthetase 1H	protein-coding
1466	chr11	102334507	102336275	+	0	NA	Intergenic	L1MCa|LINE|L1	-14529	NM_001362547	21429	Mm.2845	NM_011551	ENSMUSG00000020923	Ubtf	A930005G04Rik|NOR-90|Tcfubf|UBF|UBF-1|UBF1	upstream binding transcription factor, RNA polymerase I	protein-coding
1342	chr11	94496687	94513232	+	0	NA	exon (NM_170671, exon 15 of 19)	exon (NM_170671, exon 15 of 19)	-4985	NM_027984	71889	Mm.248620	NM_027984	ENSMUSG00000010080	Epn3	2310022G12Rik	epsin 3	protein-coding
4677	chr2	121754182	121756083	+	0	NA	intron (NM_001360084, intron 1 of 13)	intron (NM_001360084, intron 1 of 13)	51925	NM_001360084	228564	Mm.121514	NM_172673	ENSMUSG00000027238	Frmd5	1500032A09Rik|A930004K21Rik|R75430	FERM domain containing 5	protein-coding
6632	chr5	148833487	148834600	+	0	NA	Intergenic	Intergenic	56080	NR_131106	78015	Mm.243839	NR_131106	ENSMUSG00000085740	4930505K14Rik	-	RIKEN cDNA 4930505K14 gene	ncRNA
3039	chr16	16810303	16811531	+	0	NA	intron (NM_015773, intron 2 of 10)	L1_Rod|LINE|L1	9279	NM_001258458	665562	Mm.444358	NM_001258458		Rpl31-ps12	EG665562|Gm7689	ribosomal protein L31, pseudogene 1 2	protein-coding
8238	chr9	42896605	42902178	+	0	NA	intron (NM_175481, intron 1 of 20)	intron (NM_175481, intron 1 of 20)	44980	NM_175481	110637	Mm.370291	NM_175481	ENSMUSG00000032017	Grik4	6330551K01Rik|GluK4|GluRgamma1|KA-1|KA1	glutamate receptor, ionotropic, kainate 4	protein-coding
6401	chr5	110449449	110454486	+	0	NA	Intergenic	B1_Mus1|SINE|Alu	-3464	NM_001142642	381668	Mm.348782	NM_028596	ENSMUSG00000043323	Fbrsl1	2410025L10Rik|AI467568|Gm1049|Gm29766|mKIAA1545	fibrosin-like 1	protein-coding
5399	chr3	129301271	129304022	+	0	NA	intron (NM_007934, intron 8 of 19)	intron (NM_007934, intron 8 of 19)	30103	NM_007934	13809	Mm.1193	NM_007934	ENSMUSG00000028024	Enpep	6030431M22Rik|APA|Bp-1/6C3|Ly-51|Ly51	glutamyl aminopeptidase	protein-coding
8528	chr9	88498759	88501948	+	0	NA	Intergenic	MTE-int|LTR|ERVL-MaLR	-17956	NM_001311113	56403	Mm.260545	NM_019666	ENSMUSG00000032423	Syncrip	2610109K23Rik|4632417O19Rik|GRY-RBP|Nsap1|Nsap1l|hnRNP Q|pp68	synaptotagmin binding, cytoplasmic RNA interacting protein	protein-coding
2342	chr13	112832003	112832276	+	0	NA	intron (NM_008903, intron 1 of 5)	CpG	31362	NM_008903	19012	Mm.291029	NM_008247	ENSMUSG00000021759	Plpp1	Hic53|Hpic53|LPP-1|LPP1|PAP-2a|PAP2-alpha|PAP2a|Ppap2a|mPAP	phospholipid phosphatase 1	protein-coding
6109	chr5	16552803	16554012	+	0	NA	promoter-TSS (NM_001289461)	promoter-TSS (NM_001289461)	-88	NM_010427	15234	Mm.267078	NM_010427	ENSMUSG00000028864	Hgf	C230052L06Rik|HGF/SF|NK1|NK2|SF|SF/HGF	hepatocyte growth factor	protein-coding
3182	chr16	78296615	78305770	+	0	NA	promoter-TSS (NM_001276263)	promoter-TSS (NM_001276263)	-479	NM_001025192	13052	Mm.66222	NM_009988	ENSMUSG00000022865	Cxadr	2610206D03Rik|AU016810|AW553441|CAR|MCAR|MCVADR	coxsackie virus and adenovirus receptor	protein-coding
3431	chr17	35402891	35405732	+	0	NA	Intergenic	Intergenic	10212	NR_051981	15016	Mm.439648	NR_051981	ENSMUSG00000055413	H2-Q5	H-2Q5|Qa-5|Qa5|Qat-5	histocompatibility 2, Q region locus 5	pseudo
2725	chr15	36543925	36545773	+	0	NA	intron (NM_025712, intron 4 of 13)	MTEb|LTR|ERVL-MaLR	10724	NM_025712	66696	Mm.253627	NM_025712	ENSMUSG00000013611	Snx31	4631426E05Rik	sorting nexin 31	protein-coding
8306	chr9	54653850	54656782	+	0	NA	intron (NM_053178, intron 1 of 13)	intron (NM_053178, intron 1 of 13)	6569	NM_053178	94180	Mm.20592	NM_053178	ENSMUSG00000032281	Acsbg1	BG1|Bgm|E230019G03Rik|GR-LACS|Lpd|R75185	acyl-CoA synthetase bubblegum family member 1	protein-coding
7501	chr7	105799099	105802139	+	0	NA	Intergenic	Intergenic	10468	NM_025301	27397	Mm.44225	NM_025301	ENSMUSG00000030879	Mrpl17	MRP-L26|Rpml26	mitochondrial ribosomal protein L17	protein-coding
3217	chr16	92269330	92272316	+	0	NA	Intergenic	Intergenic	-21566	NM_134110	246133	Mm.156736	NM_134110	ENSMUSG00000039672	Kcne2	2200002I16Rik|AW048273|MiRP1	potassium voltage-gated channel, Isk-related subfamily, gene 2	protein-coding
6720	chr6	38881584	38885691	+	0	NA	Intergenic	Intergenic	-7447	NM_001294143	15258	Mm.23790	NM_010433	ENSMUSG00000061436	Hipk2	1110014O20Rik|B230339E18Rik|Stank	homeodomain interacting protein kinase 2	protein-coding
399	chr1	157430635	157437354	+	0	NA	Intergenic	Intergenic	-21399	NM_177644	226525	Mm.235028	NM_177644	ENSMUSG00000070565	Rasal2	6530401P13|A330066M24Rik	RAS protein activator like 2	protein-coding
2303	chr13	105443743	105446884	+	0	NA	exon (NM_008308, exon 1 of 1)	exon (NM_008308, exon 1 of 1)	1620	NM_008308	15550	Mm.4716	NM_008308	ENSMUSG00000021721	Htr1a	Gpcr18	5-hydroxytryptamine (serotonin) receptor 1A	protein-coding
1212	chr11	76677729	76682762	+	0	NA	exon (NM_177709, exon 1 of 3)	exon (NM_177709, exon 1 of 3)	372	NM_177709	237858	Mm.127006	NM_177709	ENSMUSG00000046275	Trarg1	C130069F04Rik|DSPB1|Lost1|Tusc5	trafficking regulator of GLUT4 (SLC2A4) 1	protein-coding
4546	chr2	94258584	94269048	+	0	NA	Intergenic	Intergenic	-2417	NR_030431	735259		NR_030431	ENSMUSG00000076335	Mir670	Mirn670|mir-670|mmu-mir-670	microRNA 670	ncRNA
2967	chr15	101474122	101477382	+	0	NA	intron (NM_010667, intron 3 of 8)	intron (NM_010667, intron 3 of 8)	2274	NM_010667	16679	Mm.383183	NM_010667	ENSMUSG00000067614	Krt86	5430421N21Rik|AI325212|Khb4|Krt2-10|Krt2-11|MHb4	keratin 86	protein-coding
7648	chr7	139184912	139193589	+	0	NA	promoter-TSS (NM_021302)	promoter-TSS (NM_021302)	-756	NM_021302	57740	Mm.65336	NM_021302	ENSMUSG00000015981	Stk32c	PKE|Pkek|YANK3	serine/threonine kinase 32C	protein-coding
6513	chr5	134907550	134909646	+	0	NA	Intergenic	L1M5|LINE|L1	-1865	NM_194065	76629	Mm.159750	NM_029681	ENSMUSG00000040576	Tmem270	1700111I05Rik|Wbscr28	transmembrane protein 270	protein-coding
2389	chr14	21494937	21497096	+	0	NA	Intergenic	Intergenic	-3754	NM_001205241	54169	Mm.248967	NM_017479	ENSMUSG00000021767	Kat6b	AI507552|B130044K16Rik|MYST-4|Morf|Myst4|mKIAA0383|qkf|querkopf	K(lysine) acetyltransferase 6B	protein-coding
4040	chr19	44508880	44514730	+	0	NA	exon (NM_011720, exon 6 of 6)	exon (NM_011720, exon 6 of 6)	18333	NM_011720	22423	Mm.88365	NM_011720	ENSMUSG00000036961	Wnt8b	-	wingless-type MMTV integration site family, member 8B	protein-coding
7749	chr8	13192059	13213488	+	0	NA	Intergenic	Intergenic	-2149	NM_025768	66790	Mm.34901	NM_025768	ENSMUSG00000038515	Grtp1	5430401C05Rik|C81211|Tbc1d6	GH regulated TBC protein 1	protein-coding
1023	chr11	44337488	44341807	+	0	NA	Intergenic	C-rich|Low_complexity|Low_complexity	-60416	NM_001303244	16160	Mm.239707	NM_008352	ENSMUSG00000004296	Il12b	Il-12b|Il-12p40|Il12p40|p40	interleukin 12b	protein-coding
2045	chr13	24957376	24958760	+	0	NA	intron (NM_008156, intron 7 of 25)	B1_Mur3|SINE|Alu	14916	NM_008156	14756	Mm.291831	NM_008156	ENSMUSG00000021340	Gpld1	6330541J12Rik|AW546131	glycosylphosphatidylinositol specific phospholipase D1	protein-coding
5898	chr4	130872473	130878148	+	0	NA	Intergenic	MIRb|SINE|MIR	-38006	NM_010686	16792	Mm.271868	NM_010686	ENSMUSG00000028581	Laptm5	E3|Stra13	lysosomal-associated protein transmembrane 5	protein-coding
7583	chr7	120099150	120105261	+	0	NA	promoter-TSS (NM_145586)	promoter-TSS (NM_145586)	-221	NM_145586	233806	Mm.257952	NM_145586	ENSMUSG00000030917	Tmem159	8430420C20Rik	transmembrane protein 159	protein-coding
269	chr1	127605005	127608252	+	0	NA	intron (NM_028135, intron 2 of 7)	ORR1E|LTR|ERVL-MaLR	71393	NM_028135	72160	Mm.281287	NM_028135	ENSMUSG00000026347	Tmem163	2610024A01Rik|A-cre|Act-Cre|SV31|Tg(ACTB-cre)2Mrt|actin-cre|cre<actin>	transmembrane protein 163	protein-coding
470	chr1	172476065	172481099	+	0	NA	TTS (NM_029612)	TTS (NM_029612)	3222	NM_029612	98365	Mm.150050	NM_029612	ENSMUSG00000026548	Slamf9	2310026I04Rik|AI462096|CD2F-10|CD84-H1|Cd2f10|SF2001	SLAM family member 9	protein-coding
287	chr1	131766875	131769919	+	0	NA	intron (NM_177243, intron 20 of 20)	intron (NM_177243, intron 20 of 20)	24375	NM_177243	320718	Mm.482704	NM_177243	ENSMUSG00000042268	Slc26a9	E030002L01Rik	solute carrier family 26, member 9	protein-coding
6197	chr5	33531365	33533278	+	0	NA	Intergenic	Intergenic	95190	NM_001359461	74504	Mm.294695	NM_178390	ENSMUSG00000037339	Fam53a	2410018C17Rik|5430419M09Rik|Dntnp	family with sequence similarity 53, member A	protein-coding
5486	chr4	3925181	3927925	+	0	NA	intron (NM_019969, intron 1 of 5)	intron (NM_019969, intron 1 of 5)	11852	NM_019969	56711	Mm.331467	NM_019969	ENSMUSG00000003282	Plag1	-	pleiomorphic adenoma gene 1	protein-coding
4672	chr2	121596212	121597224	+	0	NA	intron (NM_001360084, intron 1 of 13)	intron (NM_001360084, intron 1 of 13)	88225	NM_001369185	241627	Mm.293284	NM_030234	ENSMUSG00000027242	Wdr76	5830411K18Rik|6030457D09|AA517836	WD repeat domain 76	protein-coding
8301	chr9	53857362	53858095	+	0	NA	Intergenic	Intergenic	7477	NM_025540	66402	Mm.29132	NM_025540	ENSMUSG00000042045	Sln	2310045A07Rik	sarcolipin	protein-coding
3078	chr16	22158153	22171221	+	0	NA	Intergenic	Intergenic	-1388	NM_183029	319765	Mm.489442	NM_183029	ENSMUSG00000033581	Igf2bp2	C330012H03Rik|IMP-2|Imp2|Neilsen	insulin-like growth factor 2 mRNA binding protein 2	protein-coding
851	chr10	103028010	103033095	+	0	NA	Intergenic	Intergenic	-1775	NM_172553	216285	Mm.19287	NM_172553	ENSMUSG00000036602	Alx1	AI314867|C130005I02|Cart1	ALX homeobox 1	protein-coding
5270	chr3	96373907	96381611	+	0	NA	intron (NR_153346, intron 1 of 3).2	intron (NR_153346, intron 1 of 3).2	726	NR_153346	102632400	Mm.159300	NR_153346		Gm26689	-	predicted gene, 26689	ncRNA
